final_text,sentimentLabel,stemmed_text
error mulu ya garagara anggarannya dipotong masa maintenance apk sampai dua bulan lebih,positive,error mulu ya garagara anggar potong maintenance apk
lama banget perbaikannya kapan bisa diakses lagi,positive,banget baik akses
aplikasi yang sangat bagus menemaniku sejak zaman covid sayang sekali sekarang tidak bisa download buku lagi seperti sedang ada masalah di sistemnya semoga segera diperbaiki,negative,aplikasi bagus teman zaman covid sayang tidak download buku sistem moga baik
error terus ada masalah saat memgirim data silakan coba beberapa saat lagi,negative,error memgirim data sila coba
jelek,negative,jelek
kenapa lama sekali errornya di aku enggak bisa pinjam buku padahal sudah senang banget ada banyak buku yang aku belum punya fisiknya jadi bisa tetap baca mau pinjam eh enggak bisa terus ini harus diapakan supaya bisa di yang lain bisa tapi di aku enggak bisa sebagian orang bisa tapi yang lain enggak bisa pinjam tolong yang benar ya indonesia ini buku untuk mencerdaskan bangsa yang masuk tujuan negara ada di dasar negara loh weh,positive,errornya enggak pinjam buku senang banget buku fisik baca pinjam eh enggak apa enggak orang enggak pinjam tolong ya indonesia buku cerdas bangsa masuk tuju negara dasar negara weh
tidak bisa pinjam buku dicoba gagal terus padahal stok masih banyak,negative,tidak pinjam buku coba gagal stok
woiii ini bagaimana sih error terus dah,negative,woiii sih error dah
error terus bukunya tersedia tapi enggak bisa dipinjam,negative,error buku sedia enggak pinjam
kenapaaa enggak bisa di pakai sudah berbulan,negative,kenapaaa enggak pakai bulan
tidak bisa digunakan,negative,tidak
dear ipusnas please adanya aplikasi ini kan sebetulnya sangat membantu bagi sebagian orang termasuk saya untuk mengakses bacaan yang bagus secara digital koleksi dari ipusnas juga beragam dan bagusbagus tapi akan jadi percuma kalau aplikasinya selalu bermasalah setiap bukunya mau dipinjam sudah dicoba berkalikali eror terus uninstall juga enggak berpengaruh apapun review tentang masalah ini juga enggak cuma saja tolong segera perbaiki bug aplikasinya thx,negative,dear ipusnas please aplikasi bantu orang akses baca bagus digital koleksi ipusnas agam bagusbagus aplikasi masalah buku pinjam coba berkalikali eror uninstall enggak pengaruh apa review enggak tolong baik bug aplikasi thx
kecewa berat sama ipusnas hampir bulan aplikasi error terus menerus sampai sekarang belum ada info kepastian kapan akan bisa kembali normal tidak adanya kabar lebih lanjut menambah spekulasi dari pembaca setia ipusnas katanya pemeliharaan peningkatan keamanan tapi perlukah selama itu memangnya apa yang dipelihara kalau ujungujungnya nanti juga error lagi harusnya ipusnas memberikan solusi lain dan ikut tampil dalam menenangkan pembaca setia iphsnas,negative,kecewa berat ipusnas aplikasi error terus info pasti normal tidak kabar tambah spekulasi baca setia ipusnas pelihara tingkat aman memang pelihara ujungujungnya error ipusnas solusi tampil tenang baca setia iphsnas
kok sampai sekarang masih belum bisa dwonload buku ya ada masalah saat mengirim data selalu begitu mohon dibantu,positive,dwonload buku ya kirim data mohon bantu
makin diupdate makin enggak bisa dipakai enggak bisa pinjam buku sama sekali deh lah hapus saja,negative,diupdate enggak pakai enggak pinjam buku deh hapus
kenapa ya ketika mau meminjam ada keterangan error sudah dari awal tahun seperti ini tolong diperbaiki lagi ya sayang banget kalau error terus,positive,ya pinjam terang error tolong baik ya sayang banget error
dulu aku bilang keren tapi sekarang banyak banget gangguan tolong dong min inikan fasilitas untuk mencerdaskan bangsa tolong dikelola dengan cerdas juga,negative,bilang keren banget ganggu tolong min ini fasilitas cerdas bangsa tolong kelola cerdas
enggak bisa pinjem buku kecewa banget,positive,enggak pinjem buku kecewa banget
gjls eror mulu,negative,gjls eror mulu
belakangan selalu enggak bisa pinjam buku ada masalah saat pengiriman data coba lagi nanti selalu begitu tolong diperbaiki,positive,enggak pinjam buku kirim data coba tolong baik
setiap mau pinjam buku selalu ada masalah saat mengirim data silakan coba lagi nanti sampai kapan,negative,pinjam buku kirim data sila coba
saya mengasih bintang untuk ipusnas tahun sekarang maaf ya saya kasih bintang sejak update model saya uninstal dan beberapa kali pakai sangat mengesalkan enggak kayak dulu mau pinjam buku di pc malah suruh instal di hp baca di hp itu melelahkan,positive,asih bintang ipusnas maaf ya kasih bintang update model uninstal kali pakai kesal enggak kayak pinjam buku pc suruh instal hp baca hp lelah
bukunya lumayan lengkap tapi kok aku enggak bisa pinjam buku malah dikasih notif ada kesalahan saat mengirim data silakan coba lagi nanti help aplikasi kebanyakan bug,negative,buku lumayan lengkap enggak pinjam buku kasih notif salah kirim data sila coba help aplikasi banyak bug
sudah hari an ini buku enggak bisa dipinjam,neutral,buku enggak pinjam
how poor this app itu often error please fix itu,negative,poor app often error please fix
seriusan ada update terakhir kok enggak ada perbaikan sama sekali ya pinjam buku masih ada masalaheror atau apa lah,positive,serius update enggak baik ya pinjam buku masalaheror
eror mulu bagaimana sih mau baca enggak bisa padahal copy nya masih banyak tetap saja enggak bisa di pinjem,negative,eror mulu sih baca enggak copy nya enggak pinjem
ini app nya kenapa sih susah banget mau pinjem buku sudah coba ganti email dan instal ulang juga tetap sama saja please lah,negative,app nya sih susah banget pinjem buku coba ganti email instal ulang please
what is wrong with this app i really enjoy reading books with this app i dont know if its an error but the page just keeps loading even though my signal internet is good,positive,wrong app really enjoy reading books app dont know error page keeps loading even though signal internet good
jelek banget enggak bisa diapakan,negative,jelek banget enggak apa
sudah hampir bulan enggak bisa dipakai pengin baca jadi kehambat,negative,enggak pakai pengin baca hambat
jelek error mulu,negative,jelek error mulu
tolong diperbaiki enggak bisa pinjem buku eror enggak jelas,negative,tolong baik enggak pinjem buku eror enggak
busuk ngehamburin duit negara apps enggak bisa dipakai,negative,busuk ngehamburin duit negara apps enggak pakai
coba tingkatkan,positive,coba tingkat
tolong diperbaiki dong aplikasinya baru bisa login hari ini tapi enggak ada satupun buku yang bisa dipinjam,positive,tolong baik aplikasi login enggak satu buku pinjam
tolong perbaiki bugs nya dong enggak bisa minjem sudah setahun lebih nih,positive,tolong baik bugs nya enggak minjem tahun nih
for several months we can not borrow books ini this app please fix itu,negative,several months borrow books app please fix
tidak bisa buat pinjam buku aneh,negative,tidak pinjam buku aneh
rawan error memang aplikasi beginian bukan prioritas pemerintah aplikasi sejenis dari pemerintah juga sama saja,negative,rawan error aplikasi bukan prioritas perintah aplikasi jenis perintah
tolong dong buat admin aplikasinya lebih diperhatiin masa tiap mau pinjam buku selalu enggak bisa tolong banget dong admin diperbaiki dan ditingkatin lagi aplikasinya,negative,tolong admin aplikasi diperhatiin pinjam buku enggak tolong banget admin baik ditingkatin aplikasi
yaampun hancur sehancurnya negara ini sekelas pengelolaan aplikasi perpus nasional saja amburadul kuno banyak problem,negative,yaampun hancur hancur negara kelas kelola aplikasi pus nasional amburadul kuno problem
ini tiap hari enggak bisa buka buku gagal mengirim data melulu kasihan yang mau baca seindonesia gara gara server eror,negative,enggak buka buku gagal kirim data melulu kasihan baca indonesia gara gara server eror
kok sekarang loadingnya lama ya terus akunnya keluar sendiri kalau mau masuk juga lelet banget kok enggak bisa diunduh bukunya,positive,loadingnya ya akun masuk lelet banget enggak unduh buku
mau kapan diperbaikinya bang kagak bisa pinjam sama sekali hisssh sudah kutunggui dari neolitikum ini cmon,negative,baik bang kagak pinjam hisssh tunggu neolitikum cmon
apa yang terjadi jumlah copy yang tersedia memadai tapi ada masalah saat hendak meminjam masalah ini saya alami hampir bulan,negative,copy sedia pada pinjam alami
eror nya enggak sembuh sembuh heran,positive,eror nya enggak sembuh sembuh heran
cant even open this app since wowo became president tf,negative,cant even open app since wowo became president tf
tidak bisa pinjam buku padahal digital tanggal download atau buka mengapai pinjam pinjam,negative,tidak pinjam buku digital tanggal download buka kapai pinjam pinjam
error mulu enggak bisa pinjam buku sama sekali,negative,error mulu enggak pinjam buku
ya allah ratingnya turun sampai segini please balikin kayak versi awal saja yang penting kan supaya masyarakat bisa baca buku tolong diperbaiki error terus enggak bisa pinjam buku,positive,ya allah ratingnya turun gin please balikin kayak versi masyarakat baca buku tolong baik error enggak pinjam buku
kapan bugnya dibenerin min,neutral,bugnya dibenerin min
ini kenapa minjem buku error terus solusinya bagaimana,negative,minjem buku error solusi
error mulu,negative,error mulu
aplikasinya bagus dan sangat membantu masyarakat untuk dapat mengakses lebih banyak literatur tapi sangat disayangkan sering sekali error bahkan sudah bulan terakhir ini beberapa kali gangguan awalnya tidak bisa login setelah bisa login malah tidak bisa pinjam buku,negative,aplikasi bagus bantu masyarakat akses literatur sayang error kali ganggu tidak login login tidak pinjam buku
saat menekan tombol pinjam di aplikasi muncul keterangan ada masalah saat mengirim data coba lagi nanti ini terjadi setiap saya akses aplikasi,negative,tekan tombol pinjam aplikasi muncul terang kirim data coba akses aplikasi
aplikasi yang lebih banyak errornya dibanding kegunaannya its our tax money,negative,aplikasi errornya banding guna tax money
error mulu bukan prioritas pemerintah sih ya,negative,error mulu bukan prioritas perintah sih ya
the app isnt working properly on my xiaomi pad every time i try tapi borrow a book itu says there was a problem sending the data try again later even though my internet connection is fine,negative,app isnt working properly xiaomi pad every time try borrow book says problem sending data try later even though internet connection fine
sebetulnya banyak banget kemajuan yang ada di ipusnas ini kayak koleksi buku makin komplit jumlah copy makin banyak dan waktu pinjam lebih panjang tapi sayang banget setelah update beberapa kali malah jadi enggak bisa pinjem buku kayak error saat mengirim data begitu mulu masalahnya jadi buat apa koleksian yang bagus itu tapi enggak bisa dibaca,negative,banget maju ipusnas kayak koleksi buku komplit copy pinjam sayang banget update kali enggak pinjem buku kayak error kirim data mulu koleksi bagus enggak baca
apakah ada aplikasi ipusnas terbaru peminjaman buku selalu terkendala proses data terlebih lagi seluruh aplikasi tidak bisa menampilkan gambar secara utuh semenjak ganti device di akun ipusnas tidak dapat digunakan seperti sebelumnya sudah lepas pasang install tetap tidak bisa bagaimana,negative,aplikasi ipusnas baru pinjam buku kendala proses data aplikasi tidak tampil gambar utuh semenjak ganti device akun ipusnas tidak lepas pasang install tidak
tidak bisa pinjam buku,negative,tidak pinjam buku
sudah dua bulan ini gangguan baik cuma sehari setelah itu error selalu saat ini tidak bisa dipinjam mohon untuk ditindak lanjuti saya perhatikan komentar keluhan para anggota pustaka juga diabaikan sehingga terkesan ipunas memang tidak diprioritaskan,negative,ganggu hari error tidak pinjam mohon tindak lanjut perhati komentar keluh anggota pustaka abai kes ipunas tidak prioritas
