content,case_folding,cleaning,slang,tokenizing,filtered,stemmed,final_text,sentimentLabel
"tidak bisa baca, muncul pesan , gagal verifikasi perangkat, padahal kemarin tidak apa apa. sudah instal ulang clear cache dll . tetap sama saja","tidak bisa baca, muncul pesan , gagal verifikasi perangkat, padahal kemarin tidak apa apa. sudah instal ulang clear cache dll . tetap sama saja",tidak bisa baca muncul pesan gagal verifikasi perangkat padahal kemarin tidak apa apa sudah instal ulang clear cache dll tetap sama saja,tidak bisa baca muncul pesan gagal verifikasi perangkat padahal kemarin tidak apa apa sudah instal ulang clear cache dll tetap sama saja,"['tidak', 'bisa', 'baca', 'muncul', 'pesan', 'gagal', 'verifikasi', 'perangkat', 'padahal', 'kemarin', 'tidak', 'apa', 'apa', 'sudah', 'instal', 'ulang', 'clear', 'cache', 'dll', 'tetap', 'sama', 'saja']","['tidak', 'baca', 'muncul', 'pesan', 'gagal', 'verifikasi', 'perangkat', 'kemarin', 'tidak', 'instal', 'ulang', 'clear', 'cache', 'dll']","['tidak', 'baca', 'muncul', 'pesan', 'gagal', 'verifikasi', 'perangkat', 'kemarin', 'tidak', 'instal', 'ulang', 'clear', 'cache', 'dll']",tidak baca muncul pesan gagal verifikasi perangkat kemarin tidak instal ulang clear cache dll,neutral
"aplikasi sampah secara maintenance, tapi manfaat nya besar banget astaghfirullah, kok bisa gak niat banget ngasih rakyatnya membaca gratis.","aplikasi sampah secara maintenance, tapi manfaat nya besar banget astaghfirullah, kok bisa gak niat banget ngasih rakyatnya membaca gratis.",aplikasi sampah secara maintenance tapi manfaat nya besar banget astaghfirullah kok bisa gak niat banget ngasih rakyatnya membaca gratis,aplikasi sampah secara maintenance tapi manfaat nya besar banget astaghfirullah kok bisa enggak niat banget mengasih rakyatnya membaca gratis,"['aplikasi', 'sampah', 'secara', 'maintenance', 'tapi', 'manfaat', 'nya', 'besar', 'banget', 'astaghfirullah', 'kok', 'bisa', 'enggak', 'niat', 'banget', 'mengasih', 'rakyatnya', 'membaca', 'gratis']","['aplikasi', 'sampah', 'maintenance', 'manfaat', 'nya', 'banget', 'astaghfirullah', 'enggak', 'niat', 'banget', 'mengasih', 'rakyatnya', 'membaca', 'gratis']","['aplikasi', 'sampah', 'maintenance', 'manfaat', 'nya', 'banget', 'astaghfirullah', 'enggak', 'niat', 'banget', 'asih', 'rakyat', 'baca', 'gratis']",aplikasi sampah maintenance manfaat nya banget astaghfirullah enggak niat banget asih rakyat baca gratis,negative
"(04/26) Edit: sudah berjalan baik kembali (lama) Masih ada beberapa error tapi sudah cukup baik (dibandingkan tepat setelah update ke tampilan baru). Edit: sekarang malah tidak bisa dibuka, 'verifikasi perangkat gagal' padahal aplikasi dari Playstore","(04/26) edit: sudah berjalan baik kembali (lama) masih ada beberapa error tapi sudah cukup baik (dibandingkan tepat setelah update ke tampilan baru). edit: sekarang malah tidak bisa dibuka, 'verifikasi perangkat gagal' padahal aplikasi dari playstore",edit sudah berjalan baik kembali lama masih ada beberapa error tapi sudah cukup baik dibandingkan tepat setelah update ke tampilan baru edit sekarang malah tidak bisa dibuka verifikasi perangkat gagal padahal aplikasi dari playstore,edit sudah berjalan baik kembali lama masih ada beberapa error tapi sudah cukup baik dibandingkan tepat setelah update ke tampilan baru edit sekarang malah tidak bisa dibuka verifikasi perangkat gagal padahal aplikasi dari playstore,"['edit', 'sudah', 'berjalan', 'baik', 'kembali', 'lama', 'masih', 'ada', 'beberapa', 'error', 'tapi', 'sudah', 'cukup', 'baik', 'dibandingkan', 'tepat', 'setelah', 'update', 'ke', 'tampilan', 'baru', 'edit', 'sekarang', 'malah', 'tidak', 'bisa', 'dibuka', 'verifikasi', 'perangkat', 'gagal', 'padahal', 'aplikasi', 'dari', 'playstore']","['edit', 'berjalan', 'error', 'dibandingkan', 'update', 'tampilan', 'edit', 'tidak', 'dibuka', 'verifikasi', 'perangkat', 'gagal', 'aplikasi', 'playstore']","['edit', 'jalan', 'error', 'banding', 'update', 'tampil', 'edit', 'tidak', 'buka', 'verifikasi', 'perangkat', 'gagal', 'aplikasi', 'playstore']",edit jalan error banding update tampil edit tidak buka verifikasi perangkat gagal aplikasi playstore,neutral
"Huhuhu ... bagusan versi yg sebelumnya!!! Skr buku2 tdk otomatis tersimpan sth download shg tidak bisa dibaca offline. Jika salah pencet ketika baca, bikin masuk di mode untuk highlight dll tapi ga bisa bergerak ke halaman berikutnya. Ketika klik back, yg ada balik ke bagian hrs download ulang. Sangat mengganggu kenyamanan membaca! Smg bagian IT baca ini dan perbaiki. Kembalikan ke versi nyaman yg dulu. Semoga.","huhuhu ... bagusan versi yg sebelumnya!!! skr buku2 tdk otomatis tersimpan sth download shg tidak bisa dibaca offline. jika salah pencet ketika baca, bikin masuk di mode untuk highlight dll tapi ga bisa bergerak ke halaman berikutnya. ketika klik back, yg ada balik ke bagian hrs download ulang. sangat mengganggu kenyamanan membaca! smg bagian it baca ini dan perbaiki. kembalikan ke versi nyaman yg dulu. semoga.",huhuhu bagusan versi yg sebelumnya skr buku tdk otomatis tersimpan sth download shg tidak bisa dibaca offline jika salah pencet ketika baca bikin masuk di mode untuk highlight dll tapi ga bisa bergerak ke halaman berikutnya ketika klik back yg ada balik ke bagian hrs download ulang sangat mengganggu kenyamanan membaca smg bagian it baca ini dan perbaiki kembalikan ke versi nyaman yg dulu semoga,huhuhu bagusan versi yang sebelumnya sekarang buku tidak otomatis tersimpan sth download shg tidak bisa dibaca offline jika salah pencet ketika baca bikin masuk di mode untuk highlight dll tapi enggak bisa bergerak ke halaman berikutnya ketika klik back yang ada balik ke bagian harus download ulang sangat mengganggu kenyamanan membaca semoga bagian itu baca ini dan perbaiki kembalikan ke versi nyaman yang dulu semoga,"['huhuhu', 'bagusan', 'versi', 'yang', 'sebelumnya', 'sekarang', 'buku', 'tidak', 'otomatis', 'tersimpan', 'sth', 'download', 'shg', 'tidak', 'bisa', 'dibaca', 'offline', 'jika', 'salah', 'pencet', 'ketika', 'baca', 'bikin', 'masuk', 'di', 'mode', 'untuk', 'highlight', 'dll', 'tapi', 'enggak', 'bisa', 'bergerak', 'ke', 'halaman', 'berikutnya', 'ketika', 'klik', 'back', 'yang', 'ada', 'balik', 'ke', 'bagian', 'harus', 'download', 'ulang', 'sangat', 'mengganggu', 'kenyamanan', 'membaca', 'semoga', 'bagian', 'itu', 'baca', 'ini', 'dan', 'perbaiki', 'kembalikan', 'ke', 'versi', 'nyaman', 'yang', 'dulu', 'semoga']","['huhuhu', 'bagusan', 'versi', 'buku', 'tidak', 'otomatis', 'tersimpan', 'sth', 'download', 'shg', 'tidak', 'dibaca', 'offline', 'salah', 'pencet', 'baca', 'bikin', 'masuk', 'mode', 'highlight', 'dll', 'enggak', 'bergerak', 'halaman', 'klik', 'back', 'download', 'ulang', 'mengganggu', 'kenyamanan', 'membaca', 'semoga', 'baca', 'perbaiki', 'kembalikan', 'versi', 'nyaman', 'semoga']","['huhuhu', 'bagus', 'versi', 'buku', 'tidak', 'otomatis', 'simpan', 'sth', 'download', 'shg', 'tidak', 'baca', 'offline', 'salah', 'pencet', 'baca', 'bikin', 'masuk', 'mode', 'highlight', 'dll', 'enggak', 'gerak', 'halaman', 'klik', 'back', 'download', 'ulang', 'ganggu', 'nyaman', 'baca', 'moga', 'baca', 'baik', 'kembali', 'versi', 'nyaman', 'moga']",huhuhu bagus versi buku tidak otomatis simpan sth download shg tidak baca offline salah pencet baca bikin masuk mode highlight dll enggak gerak halaman klik back download ulang ganggu nyaman baca moga baca baik kembali versi nyaman moga,positive
masih ada error di touchpad. saat kita tidak sengaja tekan layar. tidak ada cara utk menormalkan kembali. harus keluar dari ebook lalu kembali lagi,masih ada error di touchpad. saat kita tidak sengaja tekan layar. tidak ada cara utk menormalkan kembali. harus keluar dari ebook lalu kembali lagi,masih ada error di touchpad saat kita tidak sengaja tekan layar tidak ada cara utk menormalkan kembali harus keluar dari ebook lalu kembali lagi,masih ada error di touchpad saat kita tidak sengaja tekan layar tidak ada cara untuk menormalkan kembali harus keluar dari ebook lalu kembali lagi,"['masih', 'ada', 'error', 'di', 'touchpad', 'saat', 'kita', 'tidak', 'sengaja', 'tekan', 'layar', 'tidak', 'ada', 'cara', 'untuk', 'menormalkan', 'kembali', 'harus', 'keluar', 'dari', 'ebook', 'lalu', 'kembali', 'lagi']","['error', 'touchpad', 'tidak', 'sengaja', 'tekan', 'layar', 'tidak', 'menormalkan', 'ebook']","['error', 'touchpad', 'tidak', 'sengaja', 'tekan', 'layar', 'tidak', 'normal', 'ebook']",error touchpad tidak sengaja tekan layar tidak normal ebook,negative
"fitur penandanya mengganggu banget waktu scroll. better gak usah deh dikasih fitur ini. kalo kepencet, di back malah keluar dari bukunya🥴","fitur penandanya mengganggu banget waktu scroll. better gak usah deh dikasih fitur ini. kalo kepencet, di back malah keluar dari bukunya🥴",fitur penandanya mengganggu banget waktu scroll better gak usah deh dikasih fitur ini kalo kepencet di back malah keluar dari bukunya,fitur penandanya mengganggu banget waktu scroll better enggak usah deh dikasih fitur ini kalo kepencet di back malah keluar dari bukunya,"['fitur', 'penandanya', 'mengganggu', 'banget', 'waktu', 'scroll', 'better', 'enggak', 'usah', 'deh', 'dikasih', 'fitur', 'ini', 'kalo', 'kepencet', 'di', 'back', 'malah', 'keluar', 'dari', 'bukunya']","['fitur', 'penandanya', 'mengganggu', 'banget', 'scroll', 'better', 'enggak', 'deh', 'dikasih', 'fitur', 'kalo', 'kepencet', 'back', 'bukunya']","['fitur', 'tanda', 'ganggu', 'banget', 'scroll', 'better', 'enggak', 'deh', 'kasih', 'fitur', 'kalo', 'pencet', 'back', 'buku']",fitur tanda ganggu banget scroll better enggak deh kasih fitur kalo pencet back buku,negative
layu sebelum berkembang,layu sebelum berkembang,layu sebelum berkembang,layu sebelum berkembang,"['layu', 'sebelum', 'berkembang']","['layu', 'berkembang']","['layu', 'kembang']",layu kembang,neutral
"nggak bisa dibuka, pasti keluar sendiri","nggak bisa dibuka, pasti keluar sendiri",nggak bisa dibuka pasti keluar sendiri,enggak bisa dibuka pasti keluar sendiri,"['enggak', 'bisa', 'dibuka', 'pasti', 'keluar', 'sendiri']","['enggak', 'dibuka']","['enggak', 'buka']",enggak buka,negative
"BUKU TIDAK TERSIMPAN SECARA OFFLINE, SETIAP BUKA BUKU HARUS DOWNLOAD ULANG. TOLONG PERBAIKI LAGI 👌","buku tidak tersimpan secara offline, setiap buka buku harus download ulang. tolong perbaiki lagi 👌",buku tidak tersimpan secara offline setiap buka buku harus download ulang tolong perbaiki lagi,buku tidak tersimpan secara offline setiap buka buku harus download ulang tolong perbaiki lagi,"['buku', 'tidak', 'tersimpan', 'secara', 'offline', 'setiap', 'buka', 'buku', 'harus', 'download', 'ulang', 'tolong', 'perbaiki', 'lagi']","['buku', 'tidak', 'tersimpan', 'offline', 'buka', 'buku', 'download', 'ulang', 'tolong', 'perbaiki']","['buku', 'tidak', 'simpan', 'offline', 'buka', 'buku', 'download', 'ulang', 'tolong', 'baik']",buku tidak simpan offline buka buku download ulang tolong baik,neutral
susah banget buat pinjem,susah banget buat pinjem,susah banget buat pinjem,susah banget buat pinjem,"['susah', 'banget', 'buat', 'pinjem']","['susah', 'banget', 'pinjem']","['susah', 'banget', 'pinjem']",susah banget pinjem,negative
Nas stands for Nasional. book collections? meh 👎🏼,nas stands for nasional. book collections? meh 👎🏼,nas stands for nasional book collections meh,nas stands for nasional book collections meh,"['nas', 'stands', 'for', 'nasional', 'book', 'collections', 'meh']","['nas', 'stands', 'nasional', 'book', 'collections', 'meh']","['nas', 'stands', 'nasional', 'book', 'collections', 'meh']",nas stands nasional book collections meh,neutral
"pake aplikasinya dari dulu awal kuliah sampe skrg udh wisuda ga ada peningkatan sama sekali. tolong bikin supaya bisa cari buku berdasarkan penerbitnya juga, dan sistem filternya dibenerin, apalagi filter genre, kalau perlu ditambah fitur search di filternya karena CAPEK scroll ke bawah bawah ternyata yang dicari genrenya ga sesuai. wowok gara gara elu nih","pake aplikasinya dari dulu awal kuliah sampe skrg udh wisuda ga ada peningkatan sama sekali. tolong bikin supaya bisa cari buku berdasarkan penerbitnya juga, dan sistem filternya dibenerin, apalagi filter genre, kalau perlu ditambah fitur search di filternya karena capek scroll ke bawah bawah ternyata yang dicari genrenya ga sesuai. wowok gara gara elu nih",pake aplikasinya dari dulu awal kuliah sampe skrg udh wisuda ga ada peningkatan sama sekali tolong bikin supaya bisa cari buku berdasarkan penerbitnya juga dan sistem filternya dibenerin apalagi filter genre kalau perlu ditambah fitur search di filternya karena capek scroll ke bawah bawah ternyata yang dicari genrenya ga sesuai wowok gara gara elu nih,pakai aplikasinya dari dulu awal kuliah sampai sekarang sudah wisuda enggak ada peningkatan sama sekali tolong bikin supaya bisa cari buku berdasarkan penerbitnya juga dan sistem filternya dibenerin apalagi filter genre kalau perlu ditambah fitur search di filternya karena capek scroll ke bawah bawah ternyata yang dicari genrenya enggak sesuai wowok gara gara lu nih,"['pakai', 'aplikasinya', 'dari', 'dulu', 'awal', 'kuliah', 'sampai', 'sekarang', 'sudah', 'wisuda', 'enggak', 'ada', 'peningkatan', 'sama', 'sekali', 'tolong', 'bikin', 'supaya', 'bisa', 'cari', 'buku', 'berdasarkan', 'penerbitnya', 'juga', 'dan', 'sistem', 'filternya', 'dibenerin', 'apalagi', 'filter', 'genre', 'kalau', 'perlu', 'ditambah', 'fitur', 'search', 'di', 'filternya', 'karena', 'capek', 'scroll', 'ke', 'bawah', 'bawah', 'ternyata', 'yang', 'dicari', 'genrenya', 'enggak', 'sesuai', 'wowok', 'gara', 'gara', 'lu', 'nih']","['pakai', 'aplikasinya', 'kuliah', 'wisuda', 'enggak', 'peningkatan', 'tolong', 'bikin', 'cari', 'buku', 'berdasarkan', 'penerbitnya', 'sistem', 'filternya', 'dibenerin', 'filter', 'genre', 'ditambah', 'fitur', 'search', 'filternya', 'capek', 'scroll', 'dicari', 'genrenya', 'enggak', 'sesuai', 'wowok', 'gara', 'gara', 'nih']","['pakai', 'aplikasi', 'kuliah', 'wisuda', 'enggak', 'tingkat', 'tolong', 'bikin', 'cari', 'buku', 'dasar', 'terbit', 'sistem', 'filter', 'masalah', 'filter', 'genre', 'tambah', 'fitur', 'search', 'filter', 'capek', 'scroll', 'cari', 'genre', 'enggak', 'sesuai', 'wowok', 'gara', 'gara', 'nih']",pakai aplikasi kuliah wisuda enggak tingkat tolong bikin cari buku dasar terbit sistem filter masalah filter genre tambah fitur search filter capek scroll cari genre enggak sesuai wowok gara gara nih,neutral
"Tidak bisa buka ebook yang formatnya EPUB 😐 ayo dong iPusnas diperbaiki lagi. rating udah mengerikan gini. kasian tau rakyat indo yang gemar baca dan mau meningkatkan literasi jadi kesusahan. udahlah harga buku mahal, satu-satunya sumber bacaan gratis masih gak proper juga😮‍💨","tidak bisa buka ebook yang formatnya epub 😐 ayo dong ipusnas diperbaiki lagi. rating udah mengerikan gini. kasian tau rakyat indo yang gemar baca dan mau meningkatkan literasi jadi kesusahan. udahlah harga buku mahal, satu-satunya sumber bacaan gratis masih gak proper juga😮‍💨",tidak bisa buka ebook yang formatnya epub ayo dong ipusnas diperbaiki lagi rating udah mengerikan gini kasian tau rakyat indo yang gemar baca dan mau meningkatkan literasi jadi kesusahan udahlah harga buku mahal satusatunya sumber bacaan gratis masih gak proper juga,tidak bisa buka ebook yang formatnya epub ayo dong ipusnas diperbaiki lagi rating sudah mengerikan begini kasihan tau rakyat indonesia yang gemar baca dan mau meningkatkan literasi jadi kesusahan sudahlah harga buku mahal satusatunya sumber bacaan gratis masih enggak proper juga,"['tidak', 'bisa', 'buka', 'ebook', 'yang', 'formatnya', 'epub', 'ayo', 'dong', 'ipusnas', 'diperbaiki', 'lagi', 'rating', 'sudah', 'mengerikan', 'begini', 'kasihan', 'tau', 'rakyat', 'indonesia', 'yang', 'gemar', 'baca', 'dan', 'mau', 'meningkatkan', 'literasi', 'jadi', 'kesusahan', 'sudahlah', 'harga', 'buku', 'mahal', 'satusatunya', 'sumber', 'bacaan', 'gratis', 'masih', 'enggak', 'proper', 'juga']","['tidak', 'buka', 'ebook', 'formatnya', 'epub', 'ayo', 'ipusnas', 'diperbaiki', 'rating', 'mengerikan', 'kasihan', 'tau', 'rakyat', 'indonesia', 'gemar', 'baca', 'meningkatkan', 'literasi', 'kesusahan', 'harga', 'buku', 'mahal', 'satusatunya', 'sumber', 'bacaan', 'gratis', 'enggak', 'proper']","['tidak', 'buka', 'ebook', 'format', 'epub', 'ayo', 'ipusnas', 'masalah', 'rating', 'keri', 'kasihan', 'tau', 'rakyat', 'indonesia', 'gemar', 'baca', 'tingkat', 'literasi', 'susah', 'harga', 'buku', 'mahal', 'satusatunya', 'sumber', 'baca', 'gratis', 'enggak', 'proper']",tidak buka ebook format epub ayo ipusnas masalah rating keri kasihan tau rakyat indonesia gemar baca tingkat literasi susah harga buku mahal satusatunya sumber baca gratis enggak proper,negative
"yeay udah jadi, jangan sering error ya ipusnas","yeay udah jadi, jangan sering error ya ipusnas",yeay udah jadi jangan sering error ya ipusnas,yeay sudah jadi jangan sering error ya ipusnas,"['yeay', 'sudah', 'jadi', 'jangan', 'sering', 'error', 'ya', 'ipusnas']","['yeay', 'error', 'ya', 'ipusnas']","['yeay', 'error', 'ya', 'ipusnas']",yeay error ya ipusnas,negative
aplikasi apaan ini error errorr,aplikasi apaan ini error errorr,aplikasi apaan ini error errorr,aplikasi apaan ini error errorr,"['aplikasi', 'apaan', 'ini', 'error', 'errorr']","['aplikasi', 'error', 'errorr']","['aplikasi', 'error', 'errorr']",aplikasi error errorr,negative
"Masih suka nge-crash, tiba-tiba logout sendiri, tapi koleksinya banyak. So ... masih bisa ditingkatkan lagi, semoga pemerintah nggak menghalangi jalan ya","masih suka nge-crash, tiba-tiba logout sendiri, tapi koleksinya banyak. so ... masih bisa ditingkatkan lagi, semoga pemerintah nggak menghalangi jalan ya",masih suka ngecrash tibatiba logout sendiri tapi koleksinya banyak so masih bisa ditingkatkan lagi semoga pemerintah nggak menghalangi jalan ya,masih suka ngecrash tibatiba logout sendiri tapi koleksinya banyak sok masih bisa ditingkatkan lagi semoga pemerintah enggak menghalangi jalan ya,"['masih', 'suka', 'ngecrash', 'tibatiba', 'logout', 'sendiri', 'tapi', 'koleksinya', 'banyak', 'sok', 'masih', 'bisa', 'ditingkatkan', 'lagi', 'semoga', 'pemerintah', 'enggak', 'menghalangi', 'jalan', 'ya']","['suka', 'ngecrash', 'tibatiba', 'logout', 'koleksinya', 'sok', 'ditingkatkan', 'semoga', 'pemerintah', 'enggak', 'menghalangi', 'jalan', 'ya']","['suka', 'ngecrash', 'tibatiba', 'logout', 'koleksi', 'sok', 'tingkat', 'moga', 'perintah', 'enggak', 'halang', 'jalan', 'ya']",suka ngecrash tibatiba logout koleksi sok tingkat moga perintah enggak halang jalan ya,negative
